,rank,name,net_worth (in billion $),age,country / territory,source,industry,"('age', 'net_worth (in billion $)')"
1617,1575.0,Surjit Kumar Gupta,1.9,81.0,India,Electrical equipment,Manufacturing,81.0
1618,1575.0,Hui Wing Mau,1.9,72.0,Hong Kong,Real estate,Real Estate,72.0
1619,1575.0,Ajay Parekh,1.9,65.0,India,Adhesives,Manufacturing,65.0
1620,1575.0,Mehmet Sinan Tara,1.9,64.0,Turkey,Construction,Construction & Engineering,64.0
1621,1575.0,Huxiong Chen,1.9,52.0,China,Stationery,Manufacturing,52.0
1622,1575.0,Guo Zhenyu & family,1.9,59.0,Canada,Cosmetics,Fashion & Retail,59.0
1623,1575.0,"B. Wayne Hughes, Jr.",1.9,63.0,United States,Storage facilities,Real Estate,63.0
1624,1575.0,Kentaro Ogawa,1.9,74.0,Japan,Restaurants,Food & Beverage,74.0
1625,1575.0,Hermanto Tanoko,1.9,60.0,Indonesia,Paints,Manufacturing,60.0
1626,1575.0,Jianxing Che,1.9,56.0,China,Furniture retailing,Fashion & Retail,56.0
1627,1575.0,David Fong,1.9,65.0,Hong Kong,Real estate,Real Estate,65.0
1628,1575.0,Hu Rongda & family,1.9,64.0,China,Chemicals,Manufacturing,64.0
1629,1575.0,Simon Nixon,1.9,55.0,United Kingdom,Price comparison website,Technology,55.0
1630,1575.0,Elizabeth Sy,1.9,70.0,Philippines,Diversified,Diversified,70.0
1631,1575.0,Julio Bozano,1.9,87.0,Brazil,Banking,Finance & Investments,87.0
1632,1575.0,Dong Fan,1.9,53.0,China,Medical devices,Healthcare,53.0
1633,1575.0,Lin Dingqiang & family,1.9,56.0,Hong Kong,Real estate,Real Estate,56.0
1634,1575.0,Qinxiang Shao,1.9,68.0,China,Diversified,Manufacturing,68.0
1635,1575.0,Chuanhua Xu & family,1.9,88.0,China,"Chemicals, logistics",Manufacturing,88.0
1636,1575.0,David Blitzer,1.9,53.0,United States,Sports,Sports,53.0
1637,1575.0,James Dinan,1.9,63.0,United States,Hedge funds,Finance & Investments,63.0
1638,1575.0,David Lichtenstein,1.9,61.0,United States,Real estate,Real Estate,61.0
1639,1575.0,Shao Jianxiong,1.9,65.0,China,Photovoltaics,Energy,65.0
1640,1575.0,Xie Juhua & family,1.9,72.0,China,Pharmaceuticals,Healthcare,72.0
1641,1575.0,Nikolai Buinov,1.9,55.0,Russia,"Oil, gas",Energy,55.0
1642,1575.0,Fritz Draexlmaier,1.9,65.0,Germany,Auto parts,Automotive,65.0
1643,1575.0,Sarah MacMillan,1.9,69.0,United States,Cargill,Food & Beverage,69.0
1644,1575.0,Hua Shen,1.9,60.0,United States,Semiconductors,Technology,60.0
1645,1575.0,Gavril Yushvaev & family,1.9,65.0,Russia,"Precious metals, real estate",Finance & Investments,65.0
1646,1647.0,Mark Coombs,1.8,62.0,United Kingdom,Finance,Finance & Investments,62.0
1647,1647.0,Valentin Kipyatkov,1.8,46.0,Cyprus,Software,Technology,46.0
1648,1647.0,Ezra Nahmad,1.8,77.0,Monaco,Art,Finance & Investments,77.0
1649,1647.0,Suh Kyung-bae,1.8,60.0,South Korea,Cosmetics,Fashion & Retail,60.0
1650,1647.0,Amy Wyss,1.8,52.0,United States,Medical equipment,Healthcare,52.0
1651,1647.0,John de Mol,1.8,68.0,Netherlands,TV programs,Media & Entertainment,68.0
1652,1647.0,Koo Kwang-mo,1.8,45.0,South Korea,LG,Diversified,45.0
1653,1647.0,Satyanarayan Nuwal,1.8,70.0,India,Industrial explosives,Manufacturing,70.0
1654,1647.0,Bambang Sutantio,1.8,64.0,Indonesia,Dairy & consumer products,Food & Beverage,64.0
1655,1647.0,Yan Zhi,1.8,50.0,China,Real estate,Real Estate,50.0
1656,1647.0,Cameron Adams,1.8,43.0,Australia,Software,Technology,43.0
1657,1647.0,D. Leopoldo Del Pino,1.8,60.0,Spain,Construction,Construction & Engineering,60.0
1658,1647.0,George Kurtz,1.8,52.0,United States,Security software,Technology,52.0
1659,1647.0,Maike Oberwelland-Height,1.8,65.0,Germany,Candy,Food & Beverage,65.0
1660,1647.0,Sze Man Bok,1.8,73.0,China,Hygiene products,Manufacturing,73.0
1661,1647.0,Yoshiaki Yoshida,1.8,82.0,Japan,cosmetics,Fashion & Retail,82.0
1662,1647.0,R.G. Chandramogan,1.8,74.0,India,Dairy,Food & Beverage,74.0
1663,1647.0,Wei Huang,1.8,63.0,China,Real estate,Real Estate,63.0
1664,1647.0,Robert G. Miller,1.8,77.0,Canada,Electronics components,Technology,77.0
1665,1647.0,Anatoly Sedykh,1.8,58.0,Russia,Steel pipes,Metals & Mining,58.0
1666,1647.0,Evan Williams,1.8,51.0,United States,Twitter,Technology,51.0
1667,1647.0,Alejandro Bulgheroni,1.8,78.0,Argentina,Oil & gas,Energy,78.0
1668,1647.0,Brian Higgins,1.8,58.0,United States,Hedge funds,Finance & Investments,58.0
1669,1647.0,Gary Michelson,1.8,74.0,United States,Medical patents,Healthcare,74.0
1670,1647.0,Karin Schick,1.8,65.0,Germany,Information technology,Technology,65.0
1671,1647.0,Todd Wagner,1.8,62.0,United States,Online media,Media & Entertainment,62.0
1672,1647.0,O. Francis Biondi,1.8,58.0,United States,Hedge funds,Finance & Investments,58.0
1673,1647.0,Yusuf Hamied,1.8,86.0,India,Pharmaceuticals,Healthcare,86.0
1674,1647.0,Roberto Irineu Marinho,1.8,75.0,Brazil,Media,Media & Entertainment,75.0
1675,1647.0,Vinod Saraf,1.8,70.0,India,Chemicals,Manufacturing,70.0
1676,1647.0,Nikil Viswanathan,1.8,35.0,United States,Blockchain technology,Technology,35.0
1677,1647.0,Sanjeev Bikhchandani,1.8,59.0,India,Internet,Technology,59.0
1678,1647.0,Christopher Goldsbury,1.8,80.0,United States,Salsa,Food & Beverage,80.0
1679,1647.0,Jose Roberto Marinho,1.8,67.0,Brazil,Media,Media & Entertainment,67.0
1680,1647.0,Krit Ratanarak,1.8,76.0,Thailand,"Media, real estate",Media & Entertainment,76.0
1681,1647.0,Martin Viessmann,1.8,69.0,Germany,Heating and cooling equipment,Manufacturing,69.0
1682,1647.0,Sabrina Benetton,1.8,49.0,Italy,"Fashion retail, investments",Fashion & Retail,49.0
1683,1647.0,Jayme Garfinkel & family,1.8,77.0,Brazil,Insurance,Finance & Investments,77.0
1684,1647.0,Joao Roberto Marinho,1.8,69.0,Brazil,Media,Media & Entertainment,69.0
1685,1647.0,Olivier Pomel,1.8,46.0,France,Cloud computing,Technology,46.0
1686,1647.0,Pieter van der Does,1.8,53.0,Netherlands,Payments software,Technology,53.0
1687,1647.0,Masaaki Arai,1.8,57.0,Japan,Home sales,Real Estate,57.0
1688,1647.0,Phillip Frost,1.8,86.0,United States,Pharmaceuticals,Healthcare,86.0
1689,1647.0,Luo Yangyong & family,1.8,47.0,China,Mining,Metals & Mining,47.0
1690,1647.0,Ronald Perelman,1.8,80.0,United States,Leveraged buyouts,Finance & Investments,80.0
1691,1647.0,Riaz Valani,1.8,46.0,United States,E-cigarettes,Finance & Investments,46.0
1692,1647.0,Leslie Alexander,1.8,79.0,United States,Sports team,Sports,79.0
1693,1647.0,James France,1.8,78.0,United States,"Nascar, racing",Sports,78.0
1694,1647.0,Louise Lindh,1.8,43.0,Sweden,Investments,Diversified,43.0
1695,1647.0,Pierre Karl Péladeau,1.8,61.0,Canada,Media,Media & Entertainment,61.0
1696,1647.0,Alan Trefler,1.8,67.0,United States,Software,Technology,67.0
1697,1647.0,Faisal Bin Qassim Al Thani,1.8,75.0,Qatar,"Hotels, diversified",Diversified,75.0
1698,1647.0,Robert Duggan,1.8,78.0,United States,Pharmaceuticals,Healthcare,78.0
1699,1647.0,Joe Lau,1.8,33.0,United States,"Blockchain, technology",Technology,33.0
1700,1647.0,Benjamin Zhengmin Pan & family,1.8,53.0,China,Electronics,Technology,53.0
1701,1647.0,Tran Dinh Long,1.8,62.0,Vietnam,Steel,Manufacturing,62.0
1702,1647.0,Zhang Li,1.8,70.0,China,Real estate,Real Estate,70.0
1703,1647.0,Will Adderley,1.8,51.0,United Kingdom,Home furnishings,Fashion & Retail,51.0
1704,1647.0,Diao Zhizhong,1.8,59.0,China,Software,Technology,59.0
1705,1647.0,Joe Lacob,1.8,67.0,United States,Golden State Warriors,Sports,67.0
1706,1647.0,Nihat Ozdemir,1.8,72.0,Turkey,Diversified,Diversified,72.0
1707,1647.0,Jim Thompson,1.8,83.0,United States,Logistics,Logistics,83.0
1708,1647.0,Alan Zekelman,1.8,60.0,Canada,Steel,Manufacturing,60.0
1709,1647.0,Parker Conrad,1.8,42.0,United States,Software,Technology,42.0
1710,1647.0,Lei Jin,1.8,57.0,China,Pharmaceuticals,Healthcare,57.0
1711,1647.0,Adriaan Mol,1.8,39.0,Netherlands,Fintech,Technology,39.0
1712,1647.0,Shen Xiqiang & family,1.8,75.0,China,Chemical,Energy,75.0
1713,1647.0,Thomas Wu,1.8,72.0,Taiwan,Finance,Finance & Investments,72.0
1714,1647.0,Binod Chaudhary,1.8,67.0,Nepal,Diversified,Diversified,67.0
1715,1647.0,Yintai Jiang & family,1.8,72.0,China,Auto parts,Automotive,72.0
1716,1647.0,David Mindus,1.8,51.0,Sweden,Real estate,Real Estate,51.0
1717,1647.0,Genhuo Shao,1.8,57.0,China,Agribusiness,Food & Beverage,57.0
1718,1647.0,Kie Chie Wong,1.8,75.0,Malaysia,Investments,Metals & Mining,75.0
1719,1647.0,Tim Cook,1.8,62.0,United States,Apple,Technology,62.0
1720,1647.0,Jin Lei & family,1.8,68.0,China,Medical equipment,Healthcare,68.0
1721,1647.0,Mofatraj Munot,1.8,78.0,India,Real estate,Real Estate,78.0
1722,1647.0,S.D. Shibulal,1.8,68.0,India,Software services,Technology,68.0
1723,1647.0,Wu Yingming,1.8,56.0,China,Batteries,Energy,56.0
1724,1725.0,Marek Dospiva,1.7,53.0,Czech Republic,Investments,Finance & Investments,53.0
1725,1725.0,Hal Jackman,1.7,90.0,Canada,"Insurance, investments",Finance & Investments,90.0
1726,1725.0,Xuhui Li,1.7,54.0,China,Soy sauce,Food & Beverage,54.0
1727,1725.0,Brian Roberts,1.7,63.0,United States,Comcast,Media & Entertainment,63.0
1728,1725.0,Ian Wood & family,1.7,80.0,United Kingdom,Energy services,Energy,80.0
1729,1725.0,Zhang Xiaojuan,1.7,53.0,China,Logistics,Logistics,53.0
1730,1725.0,Keith Dunleavy & family,1.7,53.0,United States,Health IT,Healthcare,53.0
1731,1725.0,Pavan Jain,1.7,71.0,India,Chemicals,Manufacturing,71.0
1732,1725.0,Jimmy John Liautaud,1.7,59.0,United States,Sandwich chain,Food & Beverage,59.0
1733,1725.0,"Joe Rogers, Jr.",1.7,76.0,United States,Waffle House,Food & Beverage,76.0
1734,1725.0,Wu Lanlan & family,1.7,49.0,China,Packaging,Manufacturing,49.0
1735,1725.0,Zheng Xiaodong,1.7,59.0,China,Manufacturing,Manufacturing,59.0
1736,1725.0,John Elkann,1.7,47.0,Italy,"FIAT, investments",Finance & Investments,47.0
1737,1725.0,Keeree Kanjanapas,1.7,72.0,Thailand,Transportation,Real Estate,72.0
1738,1725.0,Lin Lairong & family,1.7,54.0,China,Iron ore mining,Metals & Mining,54.0
1739,1725.0,Ruan Shuilong & family,1.7,87.0,China,Chemicals,Manufacturing,87.0
1740,1725.0,Xu Bingzhong,1.7,49.0,China,Bars,Food & Beverage,49.0
1741,1725.0,Zhong Ruonong & family,1.7,60.0,China,Electronics,Manufacturing,60.0
1742,1725.0,Jim Breyer,1.7,61.0,United States,Venture capital,Technology,61.0
1743,1725.0,William Heinecke,1.7,73.0,Thailand,Hotels,Real Estate,73.0
1744,1725.0,Lau Cho Kun,1.7,87.0,Malaysia,"Palm oil, property",Diversified,87.0
1745,1725.0,Dragos Paval,1.7,56.0,Romania,Retail,Fashion & Retail,56.0
1746,1725.0,Wang Chou-hsiong,1.7,82.0,Taiwan,Footwear,Manufacturing,82.0
1747,1725.0,David Booth,1.7,77.0,United States,Mutual funds,Finance & Investments,77.0
1748,1725.0,He Zhaoxi,1.7,49.0,China,Software,Technology,49.0
1749,1725.0,Lai Jianfa,1.7,53.0,China,Express delivery,Logistics,53.0
1750,1725.0,Mrudula Parekh,1.7,75.0,India,Adhesives,Manufacturing,75.0
1751,1725.0,Kenneth Tuchman,1.7,63.0,United States,Call centers,Service,63.0
1752,1725.0,Bang Si-hyuk,1.7,50.0,South Korea,Entertainment,Media & Entertainment,50.0
1753,1725.0,Gerry Harvey,1.7,83.0,Australia,Retail,Fashion & Retail,83.0
1754,1725.0,Edward Kwok,1.7,42.0,Hong Kong,Real estate,Real Estate,42.0
1755,1725.0,Alberto Palatchi,1.7,73.0,Spain,Wedding dresses,Fashion & Retail,73.0
1756,1725.0,Jonathan Tisch,1.7,69.0,United States,"Insurance, NFL team",Diversified,69.0
1757,1725.0,Lesley Bamberger,1.7,57.0,Netherlands,Real estate,Real Estate,57.0
1758,1725.0,Alexandre Grendene Bartelle,1.7,73.0,Brazil,Shoes,Fashion & Retail,73.0
1759,1725.0,Christopher Kwok,1.7,37.0,Hong Kong,Real estate,Real Estate,37.0
1760,1725.0,Meng Qingshan & family,1.7,74.0,China,Chemicals,Manufacturing,74.0
1761,1725.0,Alain Taravella,1.7,75.0,France,Real estate development,Real Estate,75.0
1762,1725.0,Giovanni Arvedi,1.7,85.0,Italy,Steel,Metals & Mining,85.0
1763,1725.0,John Goff,1.7,67.0,United States,Real estate,Real Estate,67.0
1764,1725.0,Mustafa Kucuk,1.7,59.0,Turkey,Fashion retail,Fashion & Retail,59.0
1765,1725.0,Ilson Mateus & family,1.7,60.0,Brazil,Supermarkets,Fashion & Retail,60.0
1766,1725.0,Sun Huaiqing & family,1.7,53.0,China,Cosmetics,Fashion & Retail,53.0
1767,1725.0,Marc Andreessen,1.7,51.0,United States,Venture capital investing,Finance & Investments,51.0
1768,1725.0,Rolf Gerling,1.7,68.0,Germany,Insurance,Finance & Investments,68.0
1769,1725.0,Kim Jung-youn,1.7,19.0,South Korea,Online gaming,Media & Entertainment,19.0
1770,1725.0,Yusaku Maezawa,1.7,47.0,Japan,Online retail,Technology,47.0
1771,1725.0,Rajju Shroff,1.7,89.0,India,Agrochemicals,Manufacturing,89.0
1772,1725.0,Amy Adams Strunk,1.7,67.0,United States,Tennessee Titans,Sports,67.0
1773,1725.0,Mario Gabelli,1.7,81.0,United States,Money management,Finance & Investments,81.0
1774,1725.0,Kim Jung-min,1.7,21.0,South Korea,Online gaming,Media & Entertainment,21.0
1775,1725.0,Duncan MacMillan,1.7,85.0,United States,Bloomberg LP,Finance & Investments,85.0
1776,1725.0,Keiichi Shibahara,1.7,58.0,Japan,Healthcare,Healthcare,58.0
1777,1725.0,David Zalik,1.7,49.0,United States,Financial technology,Technology,49.0
1778,1725.0,Yasuhiro Fukushima,1.7,75.0,Japan,Video games,Media & Entertainment,75.0
1779,1725.0,Kim Chang-soo,1.7,62.0,South Korea,Apparel,Fashion & Retail,62.0
1780,1725.0,Palmer Luckey,1.7,30.0,United States,Virtual reality,Technology,30.0
1781,1725.0,Ivan Savvidis & family,1.7,64.0,Russia,Agribusiness,Diversified,64.0
1782,1725.0,Vladimir Yevtushenkov,1.7,74.0,Russia,"Telecom, investments",Telecom,74.0
1783,1725.0,Francois Feuillet & family,1.7,74.0,France,"Motorhomes, RVs",Automotive,74.0
1784,1725.0,Osman Kibar,1.7,52.0,United States,Biotech,Healthcare,52.0
1785,1725.0,Lu Di,1.7,65.0,China,Drones,Technology,65.0
1786,1725.0,Paul Saville,1.7,67.0,United States,Homebuilder,Real Estate,67.0
1787,1725.0,Yang Xuegang,1.7,58.0,China,Coking,Manufacturing,58.0
1788,1725.0,Kommer Damen,1.7,79.0,Netherlands,Shipbuilding,Manufacturing,79.0
1789,1725.0,Ilkka Herlin,1.7,64.0,Finland,"Elevators, escalators",Manufacturing,64.0
1790,1725.0,Lei Jufang,1.7,70.0,China,Pharmaceuticals,Healthcare,70.0
1791,1725.0,Dmitry Pumpyansky,1.7,59.0,Russia,Steel pipes,Metals & Mining,59.0
1792,1725.0,Tom Werner,1.7,72.0,United States,Sports teams,Sports,72.0
1793,1725.0,Chen Kaichen,1.7,65.0,China,Household chemicals,Manufacturing,65.0
1794,1725.0,Jay Hennick,1.7,66.0,Canada,Real estate finance,Finance & Investments,66.0
1795,1725.0,Alexis Lê-Quôc,1.7,48.0,United States,Cloud computing,Technology,48.0
1796,1725.0,Jorge Perez,1.7,73.0,United States,Real estate,Real Estate,73.0
1797,1725.0,Wang Minwen,1.7,59.0,China,Semiconductor,Technology,59.0
1798,1725.0,Carl DeSantis,1.7,83.0,United States,Energy drink,Food & Beverage,83.0
1799,1725.0,Asok Kumar Hiranandani,1.7,68.0,Singapore,Real estate,Real Estate,68.0
1800,1725.0,James Leininger,1.7,78.0,United States,Medical products,Healthcare,78.0
1801,1725.0,Jinsheng Ren & family,1.7,60.0,China,Pharmaceutical,Healthcare,60.0
1802,1725.0,Stephen Winn,1.7,76.0,United States,Real estate services,Real Estate,76.0
1803,1804.0,Gao Yi & family,1.6,54.0,China,Pharmaceuticals,Healthcare,54.0
1804,1804.0,William Koch,1.6,82.0,United States,"Oil, investments",Energy,82.0
1805,1804.0,Massimo Moratti,1.6,77.0,Italy,Oil refinery,Energy,77.0
1806,1804.0,Peter Sperling,1.6,63.0,United States,Education,Service,63.0
1807,1804.0,Anthony Wood,1.6,57.0,United States,Roku,Technology,57.0
1808,1804.0,Chen Yung-tai,1.6,87.0,Taiwan,Real estate,Real Estate,87.0
1809,1804.0,Giammaria Giuliani,1.6,45.0,Switzerland,Pharmaceuticals,Healthcare,45.0
1810,1804.0,Pyotr Kondrashev,1.6,73.0,Russia,Investments,Manufacturing,73.0
1811,1804.0,Liora Ofer,1.6,69.0,Israel,Investments,Finance & Investments,69.0
1812,1804.0,Laurie Tisch,1.6,72.0,United States,"Insurance, NFL team",Diversified,72.0
1813,1804.0,Wu Ying,1.6,58.0,China,Materials,Manufacturing,58.0
1814,1804.0,Chey Tae-won,1.6,62.0,South Korea,"Oil, semiconductor",Technology,62.0
1815,1804.0,Bill Gross,1.6,78.0,United States,Investments,Finance & Investments,78.0
1816,1804.0,Eiichi Kuriwada,1.6,76.0,Japan,Package delivery,Logistics,76.0
1817,1804.0,Stefan Pierer,1.6,66.0,Austria,Automotive,Automotive,66.0
1818,1804.0,Steven Tisch,1.6,74.0,United States,Insurance,Diversified,74.0
1819,1804.0,Wu Yulan,1.6,53.0,China,Pharmaceuticals,Healthcare,53.0
1820,1804.0,Christian Birkenstock,1.6,50.0,Germany,Shoes,Fashion & Retail,50.0
1821,1804.0,Alfredo Egydio Arruda Villela Filho,1.6,53.0,Brazil,Banking,Finance & Investments,53.0
1822,1804.0,Zhaobai Jiang,1.6,59.0,China,Real estate,Real Estate,59.0
1823,1804.0,Vincent Lo,1.6,75.0,Hong Kong,Real estate,Real Estate,75.0
1824,1804.0,Yuri Shefler,1.6,55.0,Russia,Alcohol,Food & Beverage,55.0
1825,1804.0,Dan Wilks,1.6,66.0,United States,Natural gas,Energy,66.0
1826,1804.0,Zeng Kaitian,1.6,48.0,China,Online games,Technology,48.0
1827,1804.0,Alex Birkenstock,1.6,54.0,Germany,Shoes,Fashion & Retail,54.0
1828,1804.0,Daniel Dines,1.6,51.0,Romania,Software,Technology,51.0
1829,1804.0,Tianjiang Jia & family,1.6,60.0,China,Non-ferrous metals,Metals & Mining,60.0
1830,1804.0,Liang Qin & family,1.6,51.0,China,Semiconductor devices,Technology,51.0
1831,1804.0,Shang Xiaobo & family,1.6,49.0,China,Manufacturing,Manufacturing,49.0
1832,1804.0,Scott Watterson,1.6,67.0,United States,Fitness equipment,Technology,67.0
1833,1804.0,Yu Lili,1.6,55.0,China,Electronic components,Manufacturing,55.0
1834,1804.0,Bai Baokun,1.6,53.0,China,Hardware,Manufacturing,53.0
1835,1804.0,Jamie Dimon,1.6,67.0,United States,Banking,Finance & Investments,67.0
1836,1804.0,Hui Lin Chit,1.6,69.0,China,Hygiene products,Manufacturing,69.0
1837,1804.0,Li Weiwei,1.6,46.0,China,Online games,Technology,46.0
1838,1804.0,Sathien Setthasit,1.6,68.0,Thailand,Energy drinks,Food & Beverage,68.0
1839,1804.0,Ning Wang & family,1.6,36.0,China,Toys,Media & Entertainment,36.0
1840,1804.0,Yi Dasheng,1.6,62.0,China,Conglomerate,Diversified,62.0
1841,1804.0,Louis Bacon,1.6,66.0,United States,Hedge funds,Finance & Investments,66.0
1842,1804.0,Norbert Dentressangle,1.6,68.0,France,"Transport, logistics",Logistics,68.0
1843,1804.0,Stanley Hubbard,1.6,89.0,United States,DirecTV,Media & Entertainment,89.0
1844,1804.0,Li Wa,1.6,57.0,Hong Kong,Real estate,Real Estate,57.0
1845,1804.0,Andres Santo Domingo,1.6,44.0,United States,Beer,Food & Beverage,44.0
1846,1804.0,Wang Changtian,1.6,57.0,China,"TV, movie production",Media & Entertainment,57.0
1847,1804.0,Ye Fan & family,1.6,52.0,China,Auto dealerships,Automotive,52.0
1848,1804.0,Clifford Asness,1.6,56.0,United States,Money management,Finance & Investments,56.0
1849,1804.0,Jim Crane,1.6,69.0,United States,"Logistics, baseball",Sports,69.0
1850,1804.0,David Hoffmann,1.6,70.0,United States,"Executive search, investments",Diversified,70.0
1851,1804.0,Li Sze Lim,1.6,66.0,Hong Kong,Real estate,Real Estate,66.0
1852,1804.0,Juan Maria Riberas Mera,1.6,54.0,Spain,"Steel, investments",Metals & Mining,54.0
1853,1804.0,Chris Wallin,1.6,70.0,Australia,Mining,Energy,70.0
1854,1804.0,Steven Meng Yang & family,1.6,40.0,China,Electronics,Technology,40.0
1855,1804.0,Vasily Anisimov,1.6,71.0,Russia,Real estate,Metals & Mining,71.0
1856,1804.0,Tench Coxe,1.6,65.0,United States,Venture capital,Finance & Investments,65.0
1857,1804.0,Ilona Herlin,1.6,58.0,Finland,"Elevators, escalators",Manufacturing,58.0
1858,1804.0,Lee Yeow Seng,1.6,45.0,Malaysia,"Palm oil, property",Real Estate,45.0
1859,1804.0,Francisco Jose Riberas Mera,1.6,58.0,Spain,"Steel, autoparts",Manufacturing,58.0
1860,1804.0,Sekar Vembu,1.6,51.0,India,Business software,Technology,51.0
1861,1804.0,George Yancopoulos,1.6,63.0,United States,Pharmaceuticals,Healthcare,63.0
1862,1804.0,"Herbert Allen, Jr. & family",1.6,83.0,United States,Investment banking,Finance & Investments,83.0
1863,1804.0,Jack Cockwell,1.6,82.0,Canada,"Real estate, private equity",Finance & Investments,82.0
1864,1804.0,Timothy Headington,1.6,72.0,United States,"Oil & gas, investments",Energy,72.0
1865,1804.0,Marianna Latsis & family,1.6,70.0,Greece,"Banking, shipping",Diversified,70.0
1866,1804.0,Michael Polsky,1.6,74.0,United States,Electric power,Energy,74.0
1867,1804.0,Tseng Sing-ai,1.6,65.0,Taiwan,Petrochemicals,Manufacturing,65.0
1868,1804.0,Xue Xiangdong & family,1.6,64.0,China,Software,Technology,64.0
1869,1804.0,Syed Mokhtar AlBukhary,1.6,71.0,Malaysia,"Engineering, automotive",Construction & Engineering,71.0
1870,1804.0,Robert Clark,1.6,64.0,United States,Construction,Construction & Engineering,64.0
1871,1804.0,Irving Grousbeck & family,1.6,88.0,United States,"Telecommunication, sports",Sports,88.0
1872,1804.0,Anthony Langley,1.6,68.0,United Kingdom,Manufacturing,Diversified,68.0
1873,1804.0,"Reinfried Pohl, Jr.",1.6,63.0,Germany,Mutual funds,Finance & Investments,63.0
1874,1804.0,August Troendle,1.6,67.0,United States,Pharmaceutical services,Healthcare,67.0
1875,1804.0,Xiang Guangming & family,1.6,59.0,China,Waste disposal,Manufacturing,59.0
